date,pred_month,n,auc,gini,precision,recall,model_name
2025-01-01,2024-07-01,505,0.7644976958525347,0.5289953917050694,0.3325740318906606,0.9419354838709677,credit_model_2024_06_01
2025-02-01,2024-08-01,543,0.7545447206974492,0.5090894413948983,0.3283898305084746,0.950920245398773,credit_model_2024_06_01
2025-03-01,2024-09-01,493,0.7525097601784718,0.5050195203569436,0.3700980392156863,0.9263803680981595,credit_model_2024_06_01
2025-04-01,2024-10-01,456,0.7668838247508306,0.5337676495016612,0.26842105263157895,0.9107142857142857,credit_model_2024_06_01
2025-05-01,2024-11-01,488,0.7876141160812693,0.5752282321625386,0.3125,0.948905109489051,credit_model_2024_06_01
2025-06-01,2024-12-01,515,0.7663619047619048,0.5327238095238096,0.2992874109263658,0.9,credit_model_2024_06_01
